cusip;year;inva;dt_75;dt_76;dt_77;dt_78;dt_79;dt_80;dt_81;dt_82;dt_83;dt_84;dt_85;dt_86;dt_87;vala;debta;cfa;sales
9158;82;0.15993;0;0;0;0;0;0;0;1;0;0;0;0;0;0.41647;0.17081;0.13913;0.651618238
9158;83;0.08776;0;0;0;0;0;0;0;0;1;0;0;0;0;0.29051;0.25226;0.11325;0.571996432
9158;84;0.09255;0;0;0;0;0;0;0;0;0;1;0;0;0;0.52727;0.20195;0.12067;0.582005108
9158;85;0.13246;0;0;0;0;0;0;0;0;0;0;1;0;0;0.47528;0.18432;0.14928;0.611740769
9158;86;0.13008;0;0;0;0;0;0;0;0;0;0;0;1;0;0.52145;0.25562;0.14536;0.61797044
9158;87;0.11583;0;0;0;0;0;0;0;0;0;0;0;0;1;0.66822;0.34968;0.16534;0.703365257
12041;74;0.01897;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13331;0.16382;0.01672;1.281591581
12041;75;0.02221;1;0;0;0;0;0;0;0;0;0;0;0;0;0.05982;0.10236;0.016;1.260846876
12041;76;0.02019;0;1;0;0;0;0;0;0;0;0;0;0;0;0.20136;0.26826;0.05287;1.266739334
12041;77;0.04371;0;0;1;0;0;0;0;0;0;0;0;0;0;0.15768;0.21382;0.06873;1.277220449
12041;78;0.04416;0;0;0;1;0;0;0;0;0;0;0;0;0;0.17843;0.35313;0.1255;1.775282489
12041;79;0.09597;0;0;0;0;1;0;0;0;0;0;0;0;0;0.26894;0.29477;0.13102;1.846681804
12041;80;0.01821;0;0;0;0;0;1;0;0;0;0;0;0;0;0.26381;0.32159;0.08719;1.685028105
12041;81;0.03941;0;0;0;0;0;0;1;0;0;0;0;0;0;0.22463;0.2793;0.07938;1.776195666
12041;82;0.05019;0;0;0;0;0;0;0;1;0;0;0;0;0;0.22908;0.2145;0.06543;1.79568088
12041;83;0.06307;0;0;0;0;0;0;0;0;1;0;0;0;0;0.32171;0.3001;0.12664;1.517012575
12041;84;0.07418;0;0;0;0;0;0;0;0;0;1;0;0;0;0.76063;0.16137;0.12787;1.395217021
12041;85;0.0634;0;0;0;0;0;0;0;0;0;0;1;0;0;0.33513;0.12128;0.03264;1.202712283
12041;86;0.03131;0;0;0;0;0;0;0;0;0;0;0;1;0;0.27775;0.09337;-0.03665;0.953431461
12041;87;0.03853;0;0;0;0;0;0;0;0;0;0;0;0;1;0.29132;0.06746;0.02592;0.978038136
17372;74;0.06429;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22435;0.27581;0.1226;1.306179254
17372;75;0.06869;1;0;0;0;0;0;0;0;0;0;0;0;0;0.13979;0.22645;0.1407;1.402912249
17372;76;0.07401;0;1;0;0;0;0;0;0;0;0;0;0;0;0.17122;0.22975;0.08933;1.078912993
17372;77;0.16782;0;0;1;0;0;0;0;0;0;0;0;0;0;0.23544;0.2834;0.09012;1.1714093
17372;78;0.06694;0;0;0;1;0;0;0;0;0;0;0;0;0;0.1143;0.38162;0.05741;0.842996941
17372;79;0.06122;0;0;0;0;1;0;0;0;0;0;0;0;0;0.08829;0.36517;0.07372;1.109909601
17372;80;0.17058;0;0;0;0;0;1;0;0;0;0;0;0;0;0.15791;0.31935;0.08598;1.223775583
17372;81;0.12627;0;0;0;0;0;0;1;0;0;0;0;0;0;0.25523;0.37856;0.04292;0.774281638
17372;82;0.03987;0;0;0;0;0;0;0;1;0;0;0;0;0;0.1559;0.41631;0.07028;0.958552691
17372;83;0.03208;0;0;0;0;0;0;0;0;1;0;0;0;0;0.16512;0.37705;0.09555;1.529003872
17372;84;0.03899;0;0;0;0;0;0;0;0;0;1;0;0;0;0.21577;0.39469;0.07596;1.386892729
17372;85;0.062;0;0;0;0;0;0;0;0;0;0;1;0;0;0.17529;0.49462;0.14496;1.583064135
17372;86;0.03633;0;0;0;0;0;0;0;0;0;0;0;1;0;0.19689;0.62774;0.19742;1.942554061
17372;87;0.03072;0;0;0;0;0;0;0;0;0;0;0;0;1;0.18106;0.58348;0.0716;1.774601346
17634;74;0.03797;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18828;0.3877;0.11925;1.890831379
17634;75;0.03797;1;0;0;0;0;0;0;0;0;0;0;0;0;0.10703;0.52662;0.08757;1.950525734
17634;76;0.03559;0;1;0;0;0;0;0;0;0;0;0;0;0;0.2702;0.52719;0.11716;2.167431132
17634;77;0.05177;0;0;1;0;0;0;0;0;0;0;0;0;0;0.33312;0.39489;0.13636;2.237212038
17634;78;0.03862;0;0;0;1;0;0;0;0;0;0;0;0;0;0.40767;0.34552;0.11563;2.254311903
17634;79;0.04921;0;0;0;0;1;0;0;0;0;0;0;0;0;0.29563;0.36296;0.11209;1.988155018
17634;80;0.07425;0;0;0;0;0;1;0;0;0;0;0;0;0;0.3477;0.30523;0.11513;2.039516941
17634;81;0.03868;0;0;0;0;0;0;1;0;0;0;0;0;0;0.39548;0.28089;0.07137;1.851500942
17634;82;0.03046;0;0;0;0;0;0;0;1;0;0;0;0;0;0.33662;0.26104;0.06124;1.774575879
17634;83;0.03473;0;0;0;0;0;0;0;0;1;0;0;0;0;0.31581;0.35051;0.00309;1.510794101
17634;84;0.0551;0;0;0;0;0;0;0;0;0;1;0;0;0;0.74299;0.24066;0.05063;1.608886197
17634;85;0.06032;0;0;0;0;0;0;0;0;0;0;1;0;0;0.55874;0.23819;0.09337;1.678337546
17634;86;0.1048;0;0;0;0;0;0;0;0;0;0;0;1;0;0.79622;0.39772;0.10102;1.655347307
17634;87;0.09022;0;0;0;0;0;0;0;0;0;0;0;0;1;0.56068;0.33262;0.0611;1.640463527
17753;74;0.00745;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5579;0.24431;0.29451;1.86838508
17753;75;0.01242;1;0;0;0;0;0;0;0;0;0;0;0;0;0.31856;0.18601;0.30041;1.616210385
17753;76;0.00935;0;1;0;0;0;0;0;0;0;0;0;0;0;0.44992;0.16077;0.25235;1.677393747
17753;77;0.0503;0;0;1;0;0;0;0;0;0;0;0;0;0;0.93875;0;0.4345;2.013062847
17753;78;0.14488;0;0;0;1;0;0;0;0;0;0;0;0;0;1.16037;0;0.48451;1.900551428
17753;79;0.08551;0;0;0;0;1;0;0;0;0;0;0;0;0;1.0668;0;0.47664;1.715822489
17753;80;0.01979;0;0;0;0;0;1;0;0;0;0;0;0;0;0.77101;0;0.36587;1.470302916
17753;81;0.04623;0;0;0;0;0;0;1;0;0;0;0;0;0;0.7268;0.0297;0.38498;1.539301019
17753;82;0.03302;0;0;0;0;0;0;0;1;0;0;0;0;0;0.92624;0.02851;0.35007;1.521881867
17753;83;0.01461;0;0;0;0;0;0;0;0;1;0;0;0;0;1.05441;0.0266;0.33641;1.392050064
17753;84;0.07659;0;0;0;0;0;0;0;0;0;1;0;0;0;2.2799;0.0276;0.38617;1.505288676
17753;85;0.07925;0;0;0;0;0;0;0;0;0;0;1;0;0;2.08979;0.02453;0.3782;1.427900658
17753;86;0.11043;0;0;0;0;0;0;0;0;0;0;0;1;0;3.26136;0.0241;0.41635;1.419698356
17753;87;0.109;0;0;0;0;0;0;0;0;0;0;0;0;1;2.61859;0;0.45705;1.501991151
19411;74;0.07403;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18948;0.46495;0.11093;1.936838761
19411;75;0.10884;1;0;0;0;0;0;0;0;0;0;0;0;0;0.15521;0.59272;0.10319;2.020283079
19411;76;0.04014;0;1;0;0;0;0;0;0;0;0;0;0;0;0.12068;0.62994;-0.00634;1.516621318
19411;77;0.02677;0;0;1;0;0;0;0;0;0;0;0;0;0;0.13429;0.62819;-0.00668;1.821557655
19411;78;0.02594;0;0;0;1;0;0;0;0;0;0;0;0;0;0.18568;0.50092;0.03213;1.923681372
19411;79;0.03322;0;0;0;0;1;0;0;0;0;0;0;0;0;0.13218;0.45128;0.01686;2.088277367
19411;80;0.03335;0;0;0;0;0;1;0;0;0;0;0;0;0;0.20919;0.36535;0.04445;1.943398488
19411;81;0.01657;0;0;0;0;0;0;1;0;0;0;0;0;0;0.1448;0.39933;-0.02315;1.883777818
19411;82;0.02485;0;0;0;0;0;0;0;1;0;0;0;0;0;0.17477;0.37594;-0.01275;1.912550603
19411;83;0.03115;0;0;0;0;0;0;0;0;1;0;0;0;0;0.16194;0.39514;-0.08541;1.761126993
19411;84;0.10004;0;0;0;0;0;0;0;0;0;1;0;0;0;0.21469;0.23988;-0.01337;1.723147257
19411;85;0.08263;0;0;0;0;0;0;0;0;0;0;1;0;0;0.42345;0.39046;0.12888;2.20374758
19411;86;0.06142;0;0;0;0;0;0;0;0;0;0;0;1;0;0.35526;0.28973;0.04741;1.391436796
19411;87;0.04102;0;0;0;0;0;0;0;0;0;0;0;0;1;0.69959;0.30387;0.0836;1.773030342
19645;74;0.04719;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11959;0.23251;0.07246;1.505356117
19645;75;0.04576;1;0;0;0;0;0;0;0;0;0;0;0;0;0.08207;0.25506;0.08293;1.504841474
19645;76;0.06217;0;1;0;0;0;0;0;0;0;0;0;0;0;0.14526;0.24566;0.14483;1.648151921
19645;77;0.07569;0;0;1;0;0;0;0;0;0;0;0;0;0;0.26684;0.17415;0.17505;1.470984291
19645;78;0.10692;0;0;0;1;0;0;0;0;0;0;0;0;0;0.2512;0.13649;0.1792;1.330038748
19645;79;0.04338;0;0;0;0;1;0;0;0;0;0;0;0;0;0.23901;0.20147;0.16546;1.21801575
19645;80;0.03318;0;0;0;0;0;1;0;0;0;0;0;0;0;0.2711;0.18182;0.1629;1.245192944
19645;81;0.02619;0;0;0;0;0;0;1;0;0;0;0;0;0;0.27719;0.20577;0.14208;1.262782069
19645;82;0.02156;0;0;0;0;0;0;0;1;0;0;0;0;0;0.12172;0.21093;0.08398;1.245999999
19645;83;0.01118;0;0;0;0;0;0;0;0;1;0;0;0;0;0.09144;0.22579;-0.00913;1.200275021
19645;84;0.01308;0;0;0;0;0;0;0;0;0;1;0;0;0;0.17266;0.23849;0.02039;1.031570743
19645;85;0.02153;0;0;0;0;0;0;0;0;0;0;1;0;0;0.06832;0.02651;0.06304;1.081564406
19645;86;0.03035;0;0;0;0;0;0;0;0;0;0;0;1;0;0.12377;0.60238;-0.00689;1.837261904
19645;87;0.0331;0;0;0;0;0;0;0;0;0;0;0;0;1;0.10137;0.14846;0.08744;2.056210805
20753;74;0.07449;0;0;0;0;0;0;0;0;0;0;0;0;0;0.44651;0.44175;0.165;1.339613451
20753;75;0.03372;1;0;0;0;0;0;0;0;0;0;0;0;0;0.2646;0.42581;0.09538;1.679505341
20753;76;0.07387;0;1;0;0;0;0;0;0;0;0;0;0;0;0.52863;0.37213;0.12961;1.798040462
20753;77;0.192;0;0;1;0;0;0;0;0;0;0;0;0;0;0.65976;0.35735;0.35194;2.163839382
20753;78;0.15213;0;0;0;1;0;0;0;0;0;0;0;0;0;1.0422;0.2389;0.34777;1.909191445
20753;79;0.19976;0;0;0;0;1;0;0;0;0;0;0;0;0;1.28141;0.20329;0.44303;2.043417979
20753;80;0.21151;0;0;0;0;0;1;0;0;0;0;0;0;0;2.0157;0.19162;0.44289;1.712411626
20753;81;0.28224;0;0;0;0;0;0;1;0;0;0;0;0;0;4.0684;0.17089;0.4307;1.644669709
20753;82;0.16924;0;0;0;0;0;0;0;1;0;0;0;0;0;2.67112;0.10634;0.3971;1.49914438
20753;83;0.1048;0;0;0;0;0;0;0;0;1;0;0;0;0;3.95921;0.14456;0.35731;1.333968313
20753;84;0.31744;0;0;0;0;0;0;0;0;0;1;0;0;0;2.11207;0.11685;0.33461;1.288561243
20753;85;0.14623;0;0;0;0;0;0;0;0;0;0;1;0;0;1.33892;0.28826;0.18243;1.026106484
20753;86;0.08288;0;0;0;0;0;0;0;0;0;0;0;1;0;1.09138;0.32099;0.13803;1.05858953
20753;87;0.07751;0;0;0;0;0;0;0;0;0;0;0;0;1;0.87506;0.19044;0.23196;1.205338382
22249;74;0.09354;0;0;0;0;0;0;0;0;0;0;0;0;0;0.49528;0.31107;0.10383;0.674061073
22249;75;0.08496;1;0;0;0;0;0;0;0;0;0;0;0;0;0.25687;0.28641;0.1239;0.717462659
22249;76;0.04761;0;1;0;0;0;0;0;0;0;0;0;0;0;0.28677;0.3426;0.0556;0.512856103
22249;77;0.05162;0;0;1;0;0;0;0;0;0;0;0;0;0;0.38344;0.27175;0.08086;0.572677472
